test,arch,platform,status,extra_args,handler,handler_time,ram_size,rom_size
tests/subsys/tracing/tracing_api/tracing.transport.uart.sync.test,riscv32,hifive1,skipped,"CONF_FILE=""prj.conf""",renode,,0,0
tests/subsys/mgmt/ec_host_cmd/ec_host_cmd.core,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/modbus/subsys.modbus.rtu,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/modbus/subsys.modbus.rtu.build_only,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/fs/fcb/filesystem.fcb,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/fs/fcb/filesystem.native_posix.fcb_0x00,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=boards/native_posix_ev_0x00.overlay,renode,,0,0
tests/subsys/fs/fcb/filesystem.qemu_x86.fcb_0x00,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=boards/qemu_x86_ev_0x00.overlay,renode,,0,0
tests/subsys/fs/fat_fs_api/filesystem.fat.api,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/fs/fat_fs_api/filesystem.fat.api.lfn,riscv32,hifive1,skipped,"CONF_FILE=""prj_lfn.conf""",renode,,0,0
tests/subsys/fs/multi-fs/filesystem.multifs,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/fs/multi-fs/filesystem.fs_shell,riscv32,hifive1,skipped,"CONF_FILE=""prj_fs_shell.conf""",renode,,0,0
tests/subsys/fs/littlefs/filesystem.littlefs.default,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/fs/littlefs/filesystem.littlefs.custom,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/fs/nvs/filesystem.nvs,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/fs/nvs/filesystem.nvs_0x00,riscv32,hifive1,skipped,DTC_OVERLAY_FILE=boards/qemu_x86_ev_0x00.overlay,renode,,0,0
tests/subsys/fs/fat_fs_dual_drive/filesystem.fat.dual_drive,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/fs/fs_api/filesystem.api,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_core/logging.log_core,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_output/logging.log_output,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_msg/logging.log_msg,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_core_additional/logging.add.async,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_core_additional/logging.add.sync,riscv32,hifive1,skipped,CONF_FILE=log_sync.conf,renode,,0,0
tests/subsys/logging/log_core_additional/logging.add.user,riscv32,hifive1,skipped,CONF_FILE=log_user.conf USERSPACE_TEST=1,renode,,0,0
tests/subsys/logging/log_core_additional/logging.add.log2,riscv32,hifive1,skipped,CONF_FILE=log2.conf,renode,,0,0
tests/subsys/logging/log_msg2/logging.log_msg2,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_msg2/logging.log_msg2_no_overflow,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_msg2/logging.log_msg2_64b_timestamp,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_msg2/logging.log_msg2_fp,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_msg2/logging.log_msg2_fp_64b_timestamp,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_immediate/logging.log_immediate,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_immediate/logging.log_immediate.clean_output,riscv32,hifive1,skipped,CONFIG_LOG_IMMEDIATE_CLEAN_OUTPUT=y,renode,,0,0
tests/subsys/logging/log_backend_fs/subsys.logging.log_backend_fs.automounted,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_backend_fs/subsys.logging.log_backend_fs.manualmounted.native_posix,riscv32,hifive1,skipped,"DTC_OVERLAY_FILE=""./boards/native_posix.overlay;./boards/automount.overlay""",renode,,0,0
tests/subsys/logging/log_backend_fs/subsys.logging.log_backend_fs.manualmounted.native_posix_64,riscv32,hifive1,skipped,"DTC_OVERLAY_FILE=""./boards/native_posix_64.overlay;./boards/automount.overlay""",renode,,0,0
tests/subsys/logging/log_backend_fs/subsys.logging.log_backend_fs.manualmounted.nrf5840dk,riscv32,hifive1,skipped,"DTC_OVERLAY_FILE=""./boards/nrf52840dk_nrf52840.overlay;./boards/automount.overlay""",renode,,0,0
tests/subsys/logging/log_api/logging.log_api_deferred_overflow_rt_filter,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log_api_deferred_overflow,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log_api_deferred_no_overflow,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log_api_deferred_static_filter,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log_api_deferred_func_prefix,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log_api_immediate,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log_api_immediate_rt_filter,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log_api_immediate_static_filter,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log2_api_deferred_overflow_rt_filter,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log2_api_deferred_overflow,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log2_api_deferred_no_overflow,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log2_api_deferred_static_filter,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log2_api_deferred_func_prefix,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log2_api_deferred_64b_timestamp,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log2_api_immediate,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log2_api_immediate_rt_filter,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log2_api_immediate_static_filter,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_api/logging.log2_api_immediate_64b_timestamp,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_list/logging.log_list,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_benchmark/logging.log_benchmark_v1,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_benchmark/logging.log_benchmark_user_v1,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_benchmark/logging.log_benchmark_v2,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_benchmark/logging.log_benchmark_v2_speed,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/logging/log_benchmark/logging.log_benchmark_user_v2,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/dfu/img_util/dfu.image_util,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/dfu/img_util/dfu.image_util.progressive,riscv32,hifive1,skipped,OVERLAY_CONFIG=progressively_overlay.conf,renode,,0,0
tests/subsys/dfu/mcuboot_multi/dfu.mcuboot.multiimage,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/dfu/mcuboot/dfu.mcuboot,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/openthread/openthread.radio,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/shell/shell_history/shell.history,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/shell/shell_flash/shell.history,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/shell/shell/shell.core,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/shell/shell/shell.min,riscv32,hifive1,skipped,CONF_FILE=shell_min.conf,renode,,0,0
tests/subsys/shell/shell/shell.min_cmds,riscv32,hifive1,skipped,CONF_FILE=shell_min_cmds.conf,renode,,0,0
tests/subsys/shell/shell/shell.min_cmds_all,riscv32,hifive1,skipped,CONF_FILE=shell_min_cmds_all.conf,renode,,0,0
tests/subsys/shell/shell/shell.min_cmds_resize,riscv32,hifive1,skipped,CONF_FILE=shell_min_cmds_resize.conf,renode,,0,0
tests/subsys/shell/shell/shell.min_cmds_select,riscv32,hifive1,skipped,CONF_FILE=shell_min_cmds_select.conf,renode,,0,0
tests/subsys/shell/shell/shell.min_colors,riscv32,hifive1,skipped,CONF_FILE=shell_min_colors.conf,renode,,0,0
tests/subsys/shell/shell/shell.min_help,riscv32,hifive1,skipped,CONF_FILE=shell_min_help.conf,renode,,0,0
tests/subsys/shell/shell/shell.min_help_all,riscv32,hifive1,skipped,CONF_FILE=shell_min_help_all.conf,renode,,0,0
tests/subsys/shell/shell/shell.min_history,riscv32,hifive1,skipped,CONF_FILE=shell_min_history.conf,renode,,0,0
tests/subsys/shell/shell/shell.min_log_backend,riscv32,hifive1,skipped,CONF_FILE=shell_min_log_backend.conf,renode,,0,0
tests/subsys/shell/shell/shell.min_metakeys,riscv32,hifive1,skipped,CONF_FILE=shell_min_metakeys.conf,renode,,0,0
tests/subsys/shell/shell/shell.min_tab,riscv32,hifive1,skipped,CONF_FILE=shell_min_tab.conf,renode,,0,0
tests/subsys/shell/shell/shell.min_tab_auto,riscv32,hifive1,skipped,CONF_FILE=shell_min_tab_auto.conf,renode,,0,0
tests/subsys/shell/shell/shell.min_wildcards,riscv32,hifive1,skipped,CONF_FILE=shell_min_wildcards.conf,renode,,0,0
tests/subsys/edac/ibecc/edac.ibecc.production,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/edac/ibecc/edac.ibecc.injection,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/edac/ibecc/edac.ibecc.injection.user,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/edac/ibecc_cov/edac.ibecc.coverage,riscv32,hifive1,skipped,EXTRA_CFLAGS=-DEMULATE_SKU=0,renode,,0,0
tests/subsys/edac/ibecc_cov/edac.ibecc.coverage_sku,riscv32,hifive1,skipped,EXTRA_CFLAGS=-DEMULATE_SKU=0x45148086,renode,,0,0
tests/subsys/edac/ibecc_cov/edac.ibecc.coverage_sku_en,riscv32,hifive1,skipped,EXTRA_CPPFLAGS=-DEMULATE_SKU=0x45148086 EXTRA_CFLAGS=-DIBECC_ENABLED=1,renode,,0,0
tests/subsys/ipc/ipc_service/ipc.ipc_service,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/cpp/libcxx/cpp.libcxx.newlib,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/cpp/libcxx/cpp.libcxx.newlib_nano,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/cpp/libcxx/cpp.libcxx.arcmwdtlib,riscv32,hifive1,skipped,,renode,,0,0
tests/subsys/cpp/cxx/cpp.main,riscv32,hifive1,skipped,,renode,,0,0
tests/boot/uefi/boot.uefi,riscv32,hifive1,skipped,,renode,,0,0
tests/benchmarks/cmsis_dsp/basicmath/benchmark.cmsis_dsp.basicmath,riscv32,hifive1,skipped,,renode,,0,0
tests/benchmarks/cmsis_dsp/basicmath/benchmark.cmsis_dsp.basicmath.fpu,riscv32,hifive1,skipped,,renode,,0,0
tests/benchmarks/footprints/benchmark.kernel.footprints.default,riscv32,hifive1,skipped,,renode,,0,0
tests/benchmarks/footprints/benchmark.kernel.footprints.pm,riscv32,hifive1,skipped,CONF_FILE=prj_pm.conf,renode,,0,0
tests/benchmarks/footprints/benchmark.kernel.footprints.userspace,riscv32,hifive1,skipped,CONF_FILE=prj_userspace.conf,renode,,0,0
tests/benchmarks/sys_kernel/benchmark.kernel.core,riscv32,hifive1,skipped,,renode,,0,0
tests/benchmarks/mbedtls/benchmark.crypto.mbedtls,riscv32,hifive1,skipped,,renode,,0,0
tests/benchmarks/data_structure_perf/dlist_perf/benchmark.data_structures,riscv32,hifive1,skipped,,renode,,0,0
tests/benchmarks/data_structure_perf/rbtree_perf/benchmark.data_structures,riscv32,hifive1,skipped,,renode,,0,0
tests/benchmarks/sched/benchmark.kernel.scheduler,riscv32,hifive1,skipped,,renode,,0,0
tests/benchmarks/latency_measure/benchmark.kernel.latency,riscv32,hifive1,skipped,,renode,,0,0
tests/benchmarks/latency_measure/benchmark.kernel.latency.stm32,riscv32,hifive1,skipped,,renode,,0,0
tests/benchmarks/app_kernel/benchmark.kernel.application,riscv32,hifive1,skipped,,renode,,0,0
tests/benchmarks/app_kernel/benchmark.kernel.application.fp.arm,riscv32,hifive1,skipped,CONF_FILE=prj_fp.conf,renode,,0,0
tests/benchmarks/app_kernel/benchmark.kernel.application.fp.x86.fpu,riscv32,hifive1,skipped,CONF_FILE=prj_fp.conf,renode,,0,0
tests/benchmarks/app_kernel/benchmark.kernel.application.fp.x86.sse,riscv32,hifive1,skipped,CONF_FILE=prj_fp.conf,renode,,0,0
tests/benchmarks/app_kernel/benchmark.kernel.application.posix,riscv32,hifive1,skipped,,renode,,0,0
tests/crypto/mbedtls/crypto.mbedtls,riscv32,hifive1,skipped,,renode,,0,0
tests/crypto/mbedtls/crypto.mbedtls.riscv64,riscv32,hifive1,skipped,,renode,,0,0
tests/crypto/tinycrypt/crypto.tinycrypt,riscv32,hifive1,skipped,,renode,,0,0
tests/crypto/tinycrypt_hmac_prng/crypto.tinycrypt.hmac_prng,riscv32,hifive1,skipped,,renode,,0,0
tests/crypto/rand32/crypto.rand32,riscv32,hifive1,skipped,,renode,,0,0
tests/crypto/rand32/crypto.rand32.random_sw_systimer,riscv32,hifive1,skipped,CONF_FILE=prj_sw_random_systimer.conf,renode,,0,0
tests/crypto/rand32/crypto.rand32.random_hw_xoshiro,riscv32,hifive1,skipped,CONF_FILE=prj_hw_random_xoshiro.conf,renode,,0,0
tests/crypto/rand32/crypto.rand32.random_ctr_drbg,riscv32,hifive1,skipped,CONF_FILE=prj_ctr_drbg.conf,renode,,0,0
tests/kernel/condvar/condvar_api/kernel.condvar,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/semaphore/semaphore/kernel.semaphore,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/semaphore/sys_sem/kernel.semaphore.usage,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/poll/kernel.poll,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mutex/sys_mutex/system.mutex,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mutex/sys_mutex/system.mutex.nouser,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mutex/mutex_error_case/kernel.mutex_error_case,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mutex/mutex_api/kernel.mutex,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/smp_boot_delay/kernel.multiprocessing.smp_boot_delay,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/mem_protect/kernel.memory_protection,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/mem_protect/kernel.memory_protection.gap_filling.arc,riscv32,hifive1,skipped,CONFIG_MPU_GAP_FILLING=y,renode,,0,0
tests/kernel/mem_protect/mem_protect/kernel.memory_protection.gap_filling.arm,riscv32,hifive1,skipped,CONFIG_MPU_GAP_FILLING=y,renode,,0,0
tests/kernel/mem_protect/protection/kernel.memory_protection.protection,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/syscalls/kernel.memory_protection.syscalls,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/userspace/kernel.memory_protection.userspace,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/userspace/kernel.memory_protection.userspace.gap_filling.arc,riscv32,hifive1,skipped,CONFIG_MPU_GAP_FILLING=y,renode,,0,0
tests/kernel/mem_protect/userspace/kernel.memory_protection.userspace.gap_filling.arm,riscv32,hifive1,skipped,CONFIG_MPU_GAP_FILLING=y,renode,,0,0
tests/kernel/mem_protect/obj_validation/kernel.memory_protection.obj_validation,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/demand_paging/kernel.demand_paging,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/demand_paging/kernel.demand_paging.timing_funcs,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/mem_map/kernel.memory_protection.mem_map,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/mem_map/kernel.memory_protection.mem_map.x86_64,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/mem_map/kernel.memory_protection.mem_map.x86_64.coverage,riscv32,hifive1,skipped,EXTRA_CFLAGS=-DSKIP_EXECUTE_TESTS,renode,,0,0
tests/kernel/mem_protect/mem_map/kernel.memory_protection.mem_map.x86_64.coverage.exec,riscv32,hifive1,skipped,CONF_FILE=prj_x86_64_coverage_exec.conf,renode,,0,0
tests/kernel/mem_protect/sys_sem/kernel.memory_protection.sys_sem,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/sys_sem/kernel.memory_protection.sys_sem.nouser,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/stackprot/kernel.memory_protection.stackprot,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/stack_random/kernel.memory_protection.stack_random,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_protect/futex/kernel.futex,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/early_sleep/kernel.common.sleep,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/early_sleep/kernel.common.sleep.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/lifo/lifo_usage/kernel.lifo.usage,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/lifo/lifo_usage/kernel.lifo.usage.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/lifo/lifo_api/kernel.lifo,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/lifo/lifo_api/kernel.lifo.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/context/kernel.common,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/context/kernel.common.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/queue/kernel.queue,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/obj_tracking/kernel.objects.tracking,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/fatal/exception/kernel.common.stack_protection,riscv32,hifive1,skipped,CONF_FILE=prj.conf,renode,,0,0
tests/kernel/fatal/exception/kernel.common.stack_protection_no_userspace,riscv32,hifive1,skipped,CONF_FILE=protection_no_userspace.conf,renode,,0,0
tests/kernel/fatal/exception/kernel.common.stack_protection_arm_fpu_sharing,riscv32,hifive1,skipped,CONF_FILE=prj_arm_fpu_sharing.conf,renode,,0,0
tests/kernel/fatal/exception/kernel.common.stack_protection_armv8m_mpu_stack_guard,riscv32,hifive1,skipped,CONF_FILE=prj_armv8m_mpu_stack_guard.conf,renode,,0,0
tests/kernel/fatal/exception/kernel.common.stack_sentinel,riscv32,hifive1,skipped,CONF_FILE=sentinel.conf,renode,,0,0
tests/kernel/fatal/no-multithreading/kernel.no-mt.cpu_exception,riscv32,hifive1,skipped,EXTRA_CPPFLAGS=-DVIA_TWISTER=0,renode,,0,0
tests/kernel/fatal/no-multithreading/kernel.no-mt.oops,riscv32,hifive1,skipped,EXTRA_CPPFLAGS=-DVIA_TWISTER=1,renode,,0,0
tests/kernel/fatal/no-multithreading/kernel.no-mt.panic,riscv32,hifive1,skipped,EXTRA_CPPFLAGS=-DVIA_TWISTER=2,renode,,0,0
tests/kernel/fatal/no-multithreading/kernel.no-mt.zephyr_assert,riscv32,hifive1,skipped,EXTRA_CPPFLAGS=-DVIA_TWISTER=3,renode,,0,0
tests/kernel/fatal/no-multithreading/kernel.no-mt.arbitrary_reason,riscv32,hifive1,skipped,EXTRA_CPPFLAGS=-DVIA_TWISTER=4,renode,,0,0
tests/kernel/fatal/no-multithreading/kernel.no-mt.arbitrary_reason_negative,riscv32,hifive1,skipped,EXTRA_CPPFLAGS=-DVIA_TWISTER=5,renode,,0,0
tests/kernel/fatal/message_capture/kernel.logging.message_capture,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/threads/dynamic_thread/kernel.threads.dynamic,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/threads/tls/kernel.threads.tls,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/threads/tls/kernel.threads.tls.userspace,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/threads/thread_stack/kernel.threads.thread_stack,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/threads/thread_stack/kernel.threads.armv8m_mpu_stack_guard,riscv32,hifive1,skipped,CONF_FILE=prj_armv8m_mpu_stack_guard.conf,renode,,0,0
tests/kernel/threads/no-multithreading/kernel.threads.no-multithreading,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/threads/thread_error_case/kernel.threads.error.case,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/threads/thread_apis/kernel.threads.apis,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/threads/thread_apis/kernel.threads.apis.pinonly,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/threads/thread_init/kernel.threads.init,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/sleep/kernel.common.timing,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/stack/stack/kernel.stack.usage,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/common/kernel.common,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/common/kernel.common.tls,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/common/kernel.common.misra,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/common/kernel.common.nano32,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/common/kernel.common.nano64,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/device/kernel.device,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/device/kernel.device.pm,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/profiling/profiling_api/kernel.common.profiling,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/spinlock/kernel.multiprocessing.spinlock,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/gen_isr_table/arch.interrupt.gen_isr_table.arm_baseline,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/gen_isr_table/arch.interrupt.gen_isr_table.arm_baseline.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/gen_isr_table/arch.interrupt.gen_isr_table.arm_mainline,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/gen_isr_table/arch.interrupt.gen_isr_table.disabled,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/gen_isr_table/arch.interrupt.gen_isr_table.arc,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/workq/work/kernel.work.api,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/workq/work/kernel.work.api.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/workq/user_work/kernel.work.user,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/workq/work_queue/kernel.workqueue,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/workq/work_queue/kernel.workqueue.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/workq/critical/kernel.workqueue,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/workq/critical/kernel.workqueue.sam,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/workq/critical/kernel.workqueue.nsim,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/workq/critical/kernel.workqueue.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mbox/mbox_api/kernel.mailbox.api,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mbox/mbox_api/kernel.mailbox.api.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mbox/mbox_usage/kernel.mailbox.usage,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mbox/mbox_usage/kernel.mailbox.usage.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/interrupt/arch.interrupt,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/interrupt/arch.interrupt.x86_64,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/interrupt/arch.interrupt.x86,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/interrupt/arch.interrupt.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/smp/kernel.multiprocessing.smp,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/smp/kernel.multiprocessing.smp.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/timer/starve/kernel.timer.starve,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/timer/starve/kernel.timer.starve.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/timer/timer_monotonic/kernel.timer.monotonic,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/timer/timer_monotonic/kernel.timer.monotonic.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/timer/timer_api/kernel.timer,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/timer/timer_api/kernel.timer.tickless,riscv32,hifive1,skipped,"CONF_FILE=""prj_tickless.conf""",renode,,0,0
tests/kernel/timer/timer_api/kernel.timer.no_multitheading,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/timer/cycle64/kernel.timer.cycle64,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/timer/cycle64/kernel.timer.cycle64.fast,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/timer/timer_error_case/kernel.timer.error_case,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/tickless/tickless_concept/kernel.tickless.concept,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_slab/mslab_concept/kernel.memory_slabs.concept,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_slab/mslab_concept/kernel.memory_slabs.concept.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_slab/mslab/kernel.memory_slabs.api,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_slab/mslab/kernel.memory_slabs.api.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_slab/mslab_threadsafe/kernel.memory_slabs.threadsafe,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_slab/mslab_threadsafe/kernel.memory_slabs.threadsafe.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_slab/mslab_api/kernel.memory_slabs.api,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_slab/mslab_api/kernel.memory_slabs.api_no_multithreading,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mem_slab/mslab_api/kernel.memory_slabs.api.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mp/kernel.multiprocessing,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/mp/kernel.multiprocessing.linker_generator,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/fpu_sharing/float_disable/kernel.fpu_sharing.float_disable.arm,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/fpu_sharing/float_disable/kernel.fpu_sharing.float_disable.riscv32,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/fpu_sharing/float_disable/kernel.fpu_sharing.float_disable.riscv64,riscv32,hifive1,skipped,,renode,,0,0
tests/kernel/fpu_sharing/float_disable/kernel.fpu_sharing.float_disable.sparc,riscv32,hifive1,skipped,,renode,,0,0
